Name_EN,Nom_FR,SubClass_EN,SousClasse_FR,PharmacologicalClass_EN,ClassePharmacologique_FR,Act,Schedule,Item,Subitem,Line,Subline
delta-9-tetrahydrocannabinol-O-acetate (THC-O-Ac),delta-9-tetrahydrocannabinol-O-acetate (THC-O-Ac),Cannabinoids & derivatives,Cannabinoïdes & dérivés,Cannabinoids,Cannabinoïdes,,,,,,
Denatonium,Dénatonium,Cutting agents,Agents de coupe,Other,Autre,OT,,,,,
Desalkylgidazepam,Désalkylgidazépam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,,
Deschloroetizolam,Deschloroétizolam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,,
Dextrin,Dextrine,Cutting agents,Agents de coupe,Other,Autre,OT,,,,,
Desomorphine,Désomorphine,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,9,
Dextromethorphan,Dextrométhorphane,Other dissociatives,Autres dissociatifs,Dissociatives,Dissociatifs,OT,,,,,
Dextromoramide,Dextromoramide,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,9,,1,
Dextropropoxyphene,Dextropropoxyphène,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,7,,3,
dextrorphan,dextrorphan,Other opioids,Autres opioïdes,Opioids,Opioïdes,,,,,,
Dextrose,Dextrose,Cutting agents,Agents de coupe,Other,Autre,OT,,,,,
Diampromide,Diampromide,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,12,,1,
Diazepam,Diazépam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,10,
Diclazepam,Diclazépam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,,
Diclazepam,Diclazépam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,,
Diethylpropion,Diéthylpropion,Cathinones,Cathinones,Stimulants,Stimulants,CD,IV,4,,,
Diethylthiambutene,Diéthylthiambutène,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,8,,1,
Difenoxin,Difénoxide,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,3,,9,
Dihydrocodeine,Dihydrocodéine,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,11,
Dihydroetorphine,Dihydroetorphine,Opiates,Opiacés,Opioids,Opioïdes,,,,,,
Dihydromorphine,Dihydromorphine,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,12,
Diltiazem,Diltiazem,Cutting agents,Agents de coupe,Other,Autre,FD,F,,,,
Dimenhydrinate,Dimenhydrinate,Antihistamines (first-generation),Antihistaminiques (première génération),Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,OT,,,,,
Dimenoxadol,Diménoxadol,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,7,,1,
Dimepheptanol,Dimépheptanol,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,6,,6,
"Dimethyl CP-47,497-C8","Dimethyl CP-47,497-C8",Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Dimethylaminodiphenylbutanonitrile,Diméthylaminodiphénylbutanonotrile,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,5,,1,
Dimethylsulphone,Diméthylsulfone,Cutting agents,Agents de coupe,Other,Autre,OT,,,,,
Dimethylthiambutene,Diméthylthiambutène,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,8,,2,
Dioxaphetyl butyrate,Butyrate de dioxaphétyl,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,7,,2,
Diphenhydramine,Diphenhydramine,Cutting agents,Agents de coupe,Other,Autre,OT,,,,,
Diphenidine,Diphénidine,Other dissociatives,Autres dissociatifs,Dissociatives,Dissociatifs,CD,I,24,,1,
Diphenoxylate,Diphénoxylate,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,3,,8,
Dipipanone,Dipipanone,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,5,,2,
Dipyrone,Dipyrone,"Other (drugs) prescription, otc, or illicit","Autres (drogues) de prescription, en vente libre ou illicites",Other,Autre,OT,,,,,
DMBA-CHMINACA,DMBA-CHMINACA,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Doxepin,Doxépine,Tricyclic Antidepressants (TCA),Antidépresseurs tricycliques (ATC),Antidepressants,Antidépresseurs,FD,F,,,,
Doxycycline,Doxycycline,"Other (drugs) prescription, otc, or illicit","Autres (drogues) de prescription, en vente libre ou illicites",Other,Autre,FD,F,,,,
Doxylamine,Doxylamine,"Other (drugs) prescription, otc, or illicit","Autres (drogues) de prescription, en vente libre ou illicites",Other,Autre,FD,F,,,,
DP-UR-144,DP-UR-144,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Dromostanolone enanthate,Énanthate de dromostanolone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,,
Drostanolone propionate,Propionate de drostanolone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,,
Drotebanol,Drotébanol,Opiates,Opiacés,Opioids,Opioïdes,CD,I,10,,2,
Duloxetine,Duloxétine,Serotonin/Norepinephrine Reuptake inhibitors (SNRI),Inhibiteurs de la recapture de la sérotonine et de la noradrénaline (IRSN),Antidepressants,Antidépresseurs,FD,F,,,,
Ecgonine,Ecgonine,Precursors / key intermediates / reagents  ,Précurseurs / intermédiaires clés / Réactifs,Other,Autre,CD,I,2,,3,
EDMB-PINACA,EDMB-PINACA,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
EG-018,EG-018,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
EG-2201,EG-2201,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
EMB-FUBINACA,EMB-FUBINACA,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Ephedrine,Éphédrine,Ephedrine-type,De type éphédrine,Stimulants,Stimulants,CD,VI,4,,,
Ergometrine,Ergométrine,LSD  & analogues ,LSD  & analogues ,Hallucinogens,Hallucinogènes,CD,VI,5,,,
Escitalopram,Escitalopram,Selective Serotonin Reuptake Inhibitors (SSRI),Inhibiteurs sélectifs de la recapture de la sérotonine (ISRS),Antidepressants,Antidépresseurs,FD,F,,,,
Esomeprazole,Ésoméprazole,"Other (drugs) prescription, otc, or illicit","Autres (drogues) de prescription, en vente libre ou illicites",Other,Autre,FD,F,,,,
Estazolam,Estazolam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,11,
Ethinamate,Éthinamate,Other sedatives/hypnotics,Autres sédatifs/hypnotiques,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,14,,,
"ethyl 3-(1,3-benzodioxol-5-yl)-2-methyloxirane-2-carboxylate","3-(1,3-benzodioxol-5-yl)-2-méthyloxirane-2-carboxylate d’éthyle",Precursors / key intermediates / reagents  ,Précurseurs / intermédiaires clés / Réactifs,Other,Autre,CD,VI,9,,,
Ethyl Loflazepate,Loflazépate d'éthyl,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,12,
Ethyl-heptedrone,Éthyl-heptédrone,Cathinones,Cathinones,Stimulants,Stimulants,CD,I,19,,,
Ethylmethylthiambutene,Éthylméthylthiambutène,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,8,,3,
Ethylmorphine,Éthylmorphine,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,13,
Ethylparaben,Éthylparabène,Cutting agents,Agents de coupe,Other,Autre,OT,,,,,
Etizolam,Étizolam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,,
Etodesnitazene,Étodesnitazène,Nitazenes,Nitazènes,Opioids,Opioïdes,CD,I,13,,,
Etonitazene,Étonitazène,Nitazenes,Nitazènes,Opioids,Opioïdes,CD,I,13,,2,
Etorphine,Étorphine,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,14,
Etoxeridine,Étoxéridine,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,3,,10,
Etryptamine,Étryptamine,Tryptamines ,Tryptamines ,Hallucinogens,Hallucinogènes,CD,III,28,,,
Exemestane,Exémestane,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,FD,F,,,,
FDU-PB-22,FDU-PB-22,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Fenproporex,Fenproporex,Amphetamines / methamphetamines,Amphétamines / méthamphétamines,Stimulants,Stimulants,CD,IV,21,,,
Fentanyl,Fentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,CD,I,16,,5,
Flualprazolam,Flualprazolam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,,
Flubromazepam,Flubromazépam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,,
Flubromazolam,Flubromazolam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,,
Fludiazepam,Fludiazépam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,13,
Flunitrazepam,Flunitrazépam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,I,20,,,
Fluoroamphetamine,Fluoroamphétamine,Amphetamines / methamphetamines,Amphétamines / méthamphétamines,Stimulants,Stimulants,CD,I,19,,1,
Fluorobutyryl fentanyl,Fluorobutyryl fentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,CD,I,16,,,
Fluoroisobutyryl fentanyl,Fluoroisobutyryl fentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,CD,I,16,,,
Fluoxetine,Fluoxétine,Selective Serotonin Reuptake Inhibitors (SSRI),Inhibiteurs sélectifs de la recapture de la sérotonine (ISRS),Antidepressants,Antidépresseurs,FD,F,,,,
Fluoxymesterone,Fluoxymestérone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,16,
Flurazepam,Flurazépam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,15,
FUBIMINA,FUBIMINA,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
FUB-JWH-018,FUB-JWH-018,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
FUB-NPB-22,FUB-NPB-22,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Furanyl fentanyl,Furanyl fentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,CD,I,16,,,
Furanyl UF-17,Furanyl UF-17,Other opioids,Autres opioïdes,Opioids,Opioïdes,OT,,,,,
Furethidine,Furéthidine,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,3,,11,
Furosemide,Furosémide,"Other (drugs) prescription, otc, or illicit","Autres (drogues) de prescription, en vente libre ou illicites",Other,Autre,FD,F,,,,
Gabapentin,Gabapentin,Gabapentinoids,Gabapentinoïdes,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,FD,F,,,,
Gamma-butyrolactone,Gamma-butyrolactone,GHB & its prodrugs,GHB & ses prodrogues,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,VI,18,,,
Guaifenesin,Guaïfénésine,"Other (drugs) prescription, otc, or illicit","Autres (drogues) de prescription, en vente libre ou illicites",Other,Autre,OT,,,,,
Glucose,Glucose,Cutting agents,Agents de coupe,Other,Autre,OT,,,,,
Glutethimide,Glutéthimide,Other sedatives/hypnotics,Autres sédatifs/hypnotiques,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,11,,,
Halazepam,Halazépam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,16,
Haloperidol,Halopéridol,"Other (drugs) prescription, otc, or illicit","Autres (drogues) de prescription, en vente libre ou illicites",Other,Autre,FD,F,,,,
Haloxazolam,Haloxazolam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,17,
Harmaline,Harmaline,Tryptamines ,Tryptamines ,Hallucinogens,Hallucinogènes,CD,III,9,,,
Heroin,Héroïne,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,10,
HU-308,HU-308,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
HU-331,HU-331,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Hydrochloric Acid,Acide chlorhydrique,Precursors / key intermediates / reagents  ,Précurseurs / intermédiaires clés / Réactifs,Other,Autre,OT,,,,,
hydrocinnamoylfentanyl,hydrocinnamoylfentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,,,,,,
Hydrocodone,Hydrocodone,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,15,
Hydromorphinol,Hydromorphinol,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,16,
Hydromorphone,Hydromorphone,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,17,
Hydroxypethidine,Hydroxypéthidine,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,3,,12,
Hydroxyzine,Hydroxyzine,Antihistamines (first-generation),Antihistaminiques (première génération),Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,FD,F,,,,
Indomethacin,Indométhacine,"Other (drugs) prescription, otc, or illicit","Autres (drogues) de prescription, en vente libre ou illicites",Other,Autre,FD,F,,,,
Inositol,Inositol,Cutting agents,Agents de coupe,Other,Autre,OT,,,,,
"Iodo-2,5-dimethoxy-N-(methoxybenzyl)phenethylamine","Iodo-2,5-diméthoxy-N-(méthoxybenzyl)phénéthylamine",Phenethylamines (hallucinogen),Phénéthylamines (hallucinogène),Hallucinogens,Hallucinogènes,OT,,,,,
Isobutyl nitrite,Nitrite d'isobutyle,"Other (drugs) prescription, otc, or illicit","Autres (drogues) de prescription, en vente libre ou illicites",Other,Autre,FD,F,,,,
isobutyrfentanyl,isobutyrfentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,,,,,,
Isomethadone,Isométhadone,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,5,,3,
isopropyl U-47700,isopropyl U-47700,Other opioids,Autres opioïdes,Opioids,Opioïdes,,,,,,
Isosafrole,Isosafrole,Precursors / key intermediates / reagents  ,Précurseurs / intermédiaires clés / Réactifs,Other,Autre,CD,VI,7,,,
Isotonitazene,Isotonitazène,Nitazenes,Nitazènes,Opioids,Opioïdes,CD,I,13,,,
isovaleryl fentanyl,isovaleryl fentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,,,,,,
JTE-907,JTE-907,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
JWH-015,JWH-015,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
JWH-018 2'-naphthyl isomer,JWH-018 2'-naphthyl isomer,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
JWH-018 N-(5-bromopentyl),JWH-018 N-(5-bromopentyl),Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
JWH-018 N-(5-chloropentyl),JWH-018 N-(5-chloropentyl),Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
JWH-018 N-(5-hydroxypentyl),JWH-018 N-(5-hydroxypentyl),Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
JWH-020,JWH-020,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
JWH-030,JWH-030,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
JWH-071,JWH-071,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
JWH-122 N-(4-pentenyl) -2-methylindole,JWH-122 N-(4-pentenyl) -2-methylindole,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
JWH-122 N-(5-chloropentyl),JWH-122 N-(5-chloropentyl),Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
JWH-122 N-(5-hydroxypentyl),JWH-122 N-(5-hydroxypentyl),Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
JWH-145,JWH-145,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
JWH-175,JWH-175,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
JWH-182,JWH-182,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
JWH-213,JWH-213,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
JWH-368,JWH-368,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
JWH-370,JWH-370,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
JWH-387,JWH-387,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
JWH-398,JWH-398,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
JWH-412,JWH-412,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
JWH-412 N-(-5-fluoropentyl),JWH-412 N-(-5-fluoropentyl),Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Ketamine,kétamine,Ketamine & analogues,Kétamine & analogues,Dissociatives,Dissociatifs,CD,I,14,,1,
Ketazolam,Kétazolam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,18,
Ketobemidone,Cétobémidone,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,3,,13,
Lactose,Lactose,Cutting agents,Agents de coupe,Other,Autre,OT,,,,,
Lefetamine,Léfétamine,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,III,29,,,
Levamisole,Lévamisole,Cutting agents,Agents de coupe,Other,Autre,FD,F,,,,
Levomethorphan,Lévométhorphane,Opiates,Opiacés,Opioids,Opioïdes,CD,I,10,,3,
Levomoramide,Lévomoramide,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,9,,3,
Levophenacylmorphan,Lévophénacylmorphane,Opiates,Opiacés,Opioids,Opioïdes,CD,I,10,,5,
Levorphanol,Lévorphanol,Opiates,Opiacés,Opioids,Opioïdes,CD,I,10,,4,
Lidocaine,Lidocaïne,Cutting agents,Agents de coupe,Other,Autre,FD,F,,,,
Lisdexamfetamine,Lisdexamfétamine,Amphetamines / methamphetamines,Amphétamines / méthamphétamines,Stimulants,Stimulants,CD,I,19,,1,
Loprazolam,Loprazolam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,19,
Lorazepam,Lorazépam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,20,
Lormetazepam,Lormétazépam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,21,
LTI-701,LTI-701,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
LY-2183240,LY-2183240,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Lysergic acid,Acide lysergique,Precursors / key intermediates / reagents  ,Précurseurs / intermédiaires clés / Réactifs,Other,Autre,CD,VI,8,,,
Lysergic acid diethylamide,Diéthylamide de l'acide lysergique,LSD  & analogues ,LSD  & analogues ,Hallucinogens,Hallucinogènes,CD,III,5,,,
M5FPIC,M5FPIC,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
MA-CHMINACA,MA-CHMINACA,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
MAM-2201 N-(2-Fluoropentyl),MAM-2201 N-(2-Fluoropentyl),Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
MAM-2201 N-(3-Fluoropentyl),MAM-2201 N-(3-Fluoropentyl),Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
MAM-2201 N-(4-Fluoropentyl),MAM-2201 N-(4-Fluoropentyl),Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
MAM-2201 N-(4-hydroxypentyl),MAM-2201 N-(4-hydroxypentyl),Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Mannitol,Mannitol,Cutting agents,Agents de coupe,Other,Autre,OT,,,,,
MBA-CHMINACA,MBA-CHMINACA,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
M-CHMIC,M-CHMIC,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
MDA-19,MDA-19,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
MDMB-4en-PINACA,MDMB-4en-PINACA,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,CD,II,2,,,
MDMB-BUTINACA,MDMB-BUTINACA,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
MDMB-CHMCZCA,MDMB-CHMCZCA,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
MDMB-CHMINACA,MDMB-CHMINACA,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
MDMB-FUBICA,MDMB-FUBICA,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
MDMB-FUBINACA (FUB-MDMB),MDMB-FUBINACA (FUB-MDMB),Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
MDMB-PCZCA,MDMB-PCZCA,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Meclonazepam,Méclonazépam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,,
Mecloqualone,Mécloqualone,Quinazolinones,Quinazolinones,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,III,4,,,
Medazepam,Médazépam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,22,
Medetomidine,Médétomidine,Other sedatives/hypnotics,Autres sédatifs/hypnotiques,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,FD,F,,,,
Mefenorex,Méfénorex,Amphetamines / methamphetamines,Amphétamines / méthamphétamines,Stimulants,Stimulants,CD,IV,22,,,
Melatonin,Mélatonine,Cutting agents,Agents de coupe,Other,Autre,OT,,,,,
MEP-FUBINACA,MEP-FUBINACA,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Mephobarbital,Méphobarbital,Barbiturates,Barbituriques,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,1,,16,
Mepirapim,Mepirapim,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Meprobamate,Méprobamate,Other sedatives/hypnotics,Autres sédatifs/hypnotiques,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,16,,,
Mescaline,Mescaline,Phenethylamines (hallucinogen),Phénéthylamines (hallucinogène),Hallucinogens,Hallucinogènes,CD,III,17,,,
Mesocarb,Mésocarbe,Other stimulants,Autres stimulants,Stimulants,Stimulants,CD,III,30,,,
Mestanolone,Mestanolone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,,
Mesterolone,Mestérolone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,21,
Metandienone,Métandiénone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,22,
Metazocine,Métazocine,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,11,,2,
Metenolone enanthate,Énanthate de méténolone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,,
Methadone,Méthadone,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,5,,4,
Methamphetamine,Méthamphétamine,Amphetamines / methamphetamines,Amphétamines / méthamphétamines,Stimulants,Stimulants,CD,I,18,,,
Methaqualone,Méthaqualone,Quinazolinones,Quinazolinones,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,III,3,,,
Methocarbamol,Méthocarbamol,Muscle relaxants,Relaxants musculaires,Other,Autre,OT,,,,,
Methorphan,Méthorphane,Opiates,Opiacés,Opioids,Opioïdes,OT,,,,,
